,Titre,Prix,Date annonce,Étage,Surface habitable,Salons,Secteur,Latitude,Longitude,Âge du bien_1-5 ans,Âge du bien_11-20 ans,Âge du bien_21+ ans,Âge du bien_6-10 ans,Âge du bien_Neuf,month
2080,Appartement 55m² en Vente à Tanger,330000.0,2022-08-10,3,55,1,Val Fleuri,35.769499,-5.8358982,0,0,0,1,0,8
2081,Bel appartement sans vis-à-vis à 2 Mars,1180000.0,2022-08-10,5,95,1,2 Mars,36.83747145,10.101498375786042,0,1,0,0,0,8
2082,Appartement 149m² en Vente à Tanger,3200000.0,2022-08-10,5,149,2,Iberie,39.8952029,-4.49836304748148,1,0,0,0,0,8
2083,Appartement en Vente à Tanger,1000000.0,2022-08-10,6,100,2,Moulay Youssef,33.5482409,-7.4887073,0,1,0,0,0,8
2084,allee kartaja sala al jadida,360000.0,2022-08-10,1,51,1,Sala el Jadida,33.9990238,-6.7428594,0,0,1,0,0,8
2085,Appartement 50m² en Vente à Casablanca,420000.0,2022-08-10,0,50,1,Sidi Moumen,33.5843834,-7.5072051,0,0,1,0,0,8
2086,appatement a settat essalam a vendre,380000.0,2022-08-10,1,95,2,Hay salam,33.8940706,-5.5816543,0,0,0,0,1,8
2087,Appartement 72m² en Vente à Casablanca Al Azhar,490000.0,2022-08-10,1,72,1,Sidi Bernoussi,33.6190686,-7.5003234,0,1,0,0,0,8
2088,Appartement sur ligne Tramway ,890000.0,2022-08-10,3,113,2,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,8
2089,étage villa titré à vendre à Oued Fès,780000.0,2022-08-10,1,134,2,Oued Fès,34.0545279,-5.0328362,0,1,0,0,0,8
2090,appartement a vendre racine ,1650000.0,2022-08-10,2,119,1,Racine,42.7260523,-87.7825242,0,1,0,0,0,8
2091,appartement a bourgogne,1900000.0,2022-08-10,5,137,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,8
2092,apparemment à vendre à oulfa شقة للبيع بالولفة ,400000.0,2022-08-10,0,56,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
2093,Appartement 60m² en Vente à Salé,500000.0,2022-08-10,4,60,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,8
2094,vend appartement ,870000.0,2022-08-10,1,94,1,Al Fida,33.5649078,-7.5965827,1,0,0,0,0,8
2095,Appartement 80m² en Vente à Salé,680000.0,2022-08-10,4,80,1,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,8
2096,bel appartement de 105m² la Gironde ,1100000.0,2022-08-10,4,105,1,La Gironde,47.2583094,4.7188944,0,1,0,0,0,8
2097,Appartement 70m² en Vente à Salé,750000.0,2022-08-10,1,70,1,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,8
2098,Apparemment à vendre,890000.0,2022-08-10,3,89,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
2099,Appartement Residence,1450000.0,2022-08-10,2,136,2,Aïn Chock,33.5362148,-7.6156977,0,0,0,1,0,8
2100,vendre appartement ,340000.0,2022-08-10,0,60,1,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,8
2101,Appartement 67m² en Vente à Casablanca,950000.0,2022-08-10,1,67,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
2102,شقة البيع في الرباط,1800000.0,2022-08-10,0,120,1,Massira,33.9912042,-5.0590273,0,0,1,0,0,8
2103,appartement ensoleillé ,540000.0,2022-08-10,2,81,1,Quartier Aérodrome,48.8119087,2.0686322,1,0,0,0,0,8
2104,Appartement 70m² en Vente à Marrakech,250000.0,2022-08-10,3,70,1,Av Mohammed VI,35.7751759,-5.7863174,0,0,0,0,1,8
2105,appartement à vendre ,900000.0,2022-08-10,2,112,1,Belvédère,44.0152334,7.3198676,0,0,1,0,0,8
2106,duplex a vendre,1200000.0,2022-08-10,1,120,2,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,8
2107,شقة للبيع بحي المنزه الرباط ,1800000.0,2022-08-10,0,120,1,Massira,33.9912042,-5.0590273,0,0,1,0,0,8
2108,départ ,2200000.0,2022-08-10,4,113,2,Triangle d'Or,44.8426285,-0.5761391,0,1,0,0,0,8
2109,appartement en moyen standing ,395000.0,2022-08-10,3,61,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,8
2110,برطمة للبيع ستار سكن,295000.0,2022-08-10,3,78,1,Route de Meknes,34.0389073,-5.0242838,0,0,0,0,1,8
2111,Appartement 74m² en Vente à Casablanca,980000.0,2022-08-10,1,74,1,Aïn Chock,33.5362148,-7.6156977,1,0,0,0,0,8
2112,Spacieux appartement ,680000.0,2022-08-10,4,112,1,Mabrouka,14.9208624,33.4502341,0,0,0,1,0,8
2113,Appartement sur Bd Med Zafzaf,880000.0,2022-08-10,3,113,2,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,8
2114,Appartement 144m² en Vente à Casablanca,980000.0,2022-08-10,3,144,2,Sidi Moumen,33.5843834,-7.5072051,0,0,0,0,1,8
2115,magnifique duplex ,670000.0,2022-08-10,2,90,1,Hay Izdihar,33.9811039,-6.8845328,1,0,0,0,0,8
2116,Appartement 129m² en Vente à Casablanca,950000.0,2022-08-10,1,129,2,Hay Mohammadi,33.5841444,-7.5569559,0,1,0,0,0,8
2117,appart a vendre ,750000.0,2022-08-09,0,100,1,Ain Mezouar,31.6273542,-8.0377649,0,0,0,1,0,8
2118,Appartement 121m² en Vente à Casablanca,1600000.0,2022-08-09,5,121,2,Derb Ghallef,33.57061365,-7.630056953049269,0,0,0,1,0,8
2119,Très bel Appartement à Ain Sebaa. ,470000.0,2022-08-09,1,70,2,Aïn Sebaâ,33.6059943,-7.5387936,0,1,0,0,0,8
2120,شقة للبيع في موقع ممتاز ,350000.0,2022-08-09,5,66,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,1,0,8
2121,Appartement ,350000.0,2022-08-09,1,58,1,Es Saada,36.79934005,10.14921065189649,0,1,0,0,0,8
2122,شقة شارع وهران ,600000.0,2022-08-09,1,152,2,Mont fleuri,44.0856739,3.3580184,1,0,0,0,0,8
2123,Appartement 3 ch 102m² en Vente à Casablanca ,1499400.0,2022-08-09,2,96,1,Californie,36.7014631,-118.755997,0,0,0,0,1,8
2124,appartement à temara ,1550000.0,2022-08-09,3,176,3,Hoda,25.2177736,75.0537443,1,0,0,0,0,8
2125,Appartement en Vente à Sable d'Or,1180009.0,2022-08-09,2,87,1,Sable d'or,37.0650355,7.3454799,1,0,0,0,0,8
2126,appartement ,420000.0,2022-08-09,3,71,1,El Bassatine,36.81850125,10.13771801300828,0,0,0,1,0,8
2127,appartement à vendre 64m,380000.0,2022-08-09,4,64,1,Hay Salam,33.8940706,-5.5816543,0,1,0,0,0,8
2128,Belle opportunité à ne pas rater,750000.0,2022-08-09,1,89,2,Rachidia,33.6861474,-7.3819358,0,0,0,1,0,8
2129,ventre apparemment 74 m2,585000.0,2022-08-09,2,74,1,Hay Moulay Rachid,33.5599758,-7.550001,1,0,0,0,0,8
2130,vente appartement 74 m2 ,585000.0,2022-08-09,2,74,1,Hay Moulay Rachid,33.5599758,-7.550001,1,0,0,0,0,8
2131,للبيع شفة بمدينة اكادير فرصة لا تعوض ,280000.0,2022-08-09,4,50,1,Cité Adrar,27.8845147,-0.2863089235215769,0,0,0,1,0,8
2132,Appartement à vendre ,400000.0,2022-08-09,3,65,1,Massira 1,34.235858949999994,-3.994146835003367,0,1,0,0,0,8
2133,Appartement 53m² en Vente à Salé,350000.0,2022-08-09,1,53,1,Sala el Jadida,33.9990238,-6.7428594,1,0,0,0,0,8
2134,Appartement 102m² en Vente à hay chmaou,780000.0,2022-08-09,0,102,2,Hay Chmaou,34.0665274,-6.8007033,0,0,0,1,0,8
2135,Apparemment refait à neuf norme française ,630000.0,2022-08-09,1,73,1,Al Boustane,35.1376292,-2.9271902,1,0,0,0,0,8
2136,FERME BRETONNE VENTE D’UN BEAU DUPLEX NEUF 143 m²,2750000.0,2022-08-09,1,143,1,Ferme Bretone,48.0619266,-1.6576535,0,0,0,0,1,8
2137,Triangle d'Or joli appartement A VENDRE ,2800000.0,2022-08-09,5,147,1,Triangle d'Or,44.8426285,-0.5761391,0,0,0,1,0,8
2138,BD ANFA BEL APPARTEMENT A VENDRE 216 m²,3200000.0,2022-08-09,5,216,2,Gauthier,18.4391347,-73.5913387,0,0,1,0,0,8
2139,QUARTIER DES HOPITAUX APPT A VENDRE ,1800000.0,2022-08-09,5,142,2,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,0,1,0,0,8
2140,DAR BOUAZZA bel appt A VENDRE 87 m² ,1150000.0,2022-08-09,0,87,1,Route d'Azemmour,33.5316442,-7.7711649,1,0,0,0,0,8
2141,CALIFORNIE BEL appartement à VENDRE 143 m²,2000000.0,2022-08-09,5,143,1,Californie,36.7014631,-118.755997,0,0,0,1,0,8
2142,vente d'un studio ,460000.0,2022-08-09,7,46,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
2143,Appartement 87m² en Vente à Mohammedia,740000.0,2022-08-09,1,87,1,El Alia,34.75208000000001,10.721927654590012,1,0,0,0,0,8
2144,شقة ديال الهمزة بمنطقة اللويزية مدينة المحمدية ,255000.0,2022-08-09,3,60,1,Partie Est,48.024995,-66.82459825122689,0,0,0,1,0,8
2145,bir rami Nassim bahr kenitra,330000.0,2022-08-09,3,53,1,Bir Rami,34.2474668,-6.6022329,0,0,0,0,1,8
2146,Appartement 63m² à 115m² en Vente à Kénitra,570000.0,2022-08-09,3,63,1,Mimosas,47.3366191,-2.4296783565399487,0,0,0,0,1,8
2147,appartement,585000.0,2022-08-09,5,90,1,Hamria,32.7673988,35.1682,1,0,0,0,0,8
2148,appartement ,540000.0,2022-08-09,1,87,1,Av Abdelkrim El Khattabi,34.0405227,-6.7854477,0,0,0,0,1,8
2149,joli appartement ,480000.0,2022-08-09,2,62,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,8
2150, appartement,2100000.0,2022-08-09,6,217,3,Maamora,36.0331234,3.5514666,0,0,0,1,0,8
2151,Appartement à vendre ,900000.0,2022-08-09,2,110,1,M'Hamid,29.825359,-5.721689,0,0,0,1,0,8
2152,appartement neuf jamais habite a oulfa,320000.0,2022-08-09,1,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,0,1,8
2153,Bel Appartement titré 78m² en Vente à Casablanca,720000.0,2022-08-09,2,65,1,2 Mars,36.83747145,10.101498375786042,0,1,0,0,0,8
2154,appartement a vendre meknes,360000.0,2022-08-09,2,64,2,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,8
2155,appartement a vendre a Résidence Green Park 82m,830000.0,2022-08-09,2,82,1,Hay Mesk Lil,34.0594289,-5.0257781,0,0,0,1,0,8
2156,appartement avendre,390000.0,2022-08-09,4,93,2,Sbata,33.8807662,-5.5668732,0,0,0,1,0,8
2157,Appartement 80m² en Vente à Meknès,350000.0,2022-08-09,2,80,2,Nouveau Mellah,31.5092465,-9.76132132643081,0,1,0,0,0,8
2158,Appartement à vendre à Farah Essalam ,350000.0,2022-08-09,0,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
2159,appartement Bourgogne ,1300000.0,2022-08-09,7,67,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,8
2160,appartement meublé ,2200000.0,2022-08-09,2,124,2,Maarif,35.3750725,4.2721827,0,1,0,0,0,8
2161,avendre appt .à.mabella rabat .,700000.0,2022-08-09,1,66,1,Mabella,33.9957769,-6.8194986,0,0,1,0,0,8
2162,Appartement 74m² en Vente à Marrakech Najd Mabroka,550000.0,2022-08-09,3,74,1,Mabrouka,14.9208624,33.4502341,0,0,0,1,0,8
2163,Appartement 90m² à Meknès,510000.0,2022-08-09,1,90,1,Wislane,53.4897582,18.743952985681613,0,0,0,0,1,8
2164,Appartement 66m² en Vente à Marrakech,450000.0,2022-08-09,4,66,2,Ain Mezouar,31.6273542,-8.0377649,0,1,0,0,0,8
2165,Appartement en Vente à Oujda urgent,320000.0,2022-08-09,4,74,1,Sidi Yahya,34.312248,-6.3082072,1,0,0,0,0,8
2166,appartement gzala ,680000.0,2022-08-09,2,76,1,Sala el Jadida,33.9990238,-6.7428594,0,0,0,1,0,8
2167,Appartement 52m² en Vente à Casablanca,340000.0,2022-08-09,4,52,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,8
2168,Duplex et garçonnière,950000.0,2022-08-09,3,160,3,El Alia,34.75208000000001,10.721927654590012,0,0,0,1,0,8
2169,Appartement 94m² en Vente à Costa Beach Bouznika,1300000.0,2022-08-09,2,94,1,Plage Oued Cherrat,33.825350150000006,-7.136693740827474,1,0,0,0,0,8
2170, Très belle appartement bien équipée ,520000.0,2022-08-09,2,62,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,1,0,0,8
2171,opportunité à saisir,1900000.0,2022-08-09,1,118,1,Agdal,33.9983119,-6.8542908,0,0,1,0,0,8
2172,Bel appartement à Hay Qods (Bernoussi) ,780000.0,2022-08-09,1,75,2,Al Qods,30.92693485,-6.893302323598688,0,0,0,1,0,8
2173,Appartement 63m² en Vente à El Jadida,480000.0,2022-08-09,0,63,1,Centre,47.5490251,1.7324062,0,0,0,1,0,8
2174,Aprt a monfloure ,440000.0,2022-08-09,1,90,1,Mont fleuri,44.0856739,3.3580184,0,1,0,0,0,8
2175,Appartement 128m² en Vente à Casablanca,2225000.0,2022-08-09,4,128,2,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,8
2176,Appartement 56m² en Vente à Casablanca,380000.0,2022-08-09,1,56,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,1,0,8
2177,Appartement 80m² en Vente à Marrakech,480000.0,2022-08-09,1,80,1,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,1,0,8
2178,Appartement haut standing 2 chambres Marrakech,935500.0,2022-08-09,2,77,1,Route de Casablanca,31.6683011,-8.0102869,0,0,0,0,1,8
2179,Derniers appartements haut standing Marguerites 2,960000.0,2022-08-09,1,72,1,Route de Casablanca,31.6683011,-8.0102869,0,0,0,0,1,8
2180,appartement,160000.0,2022-08-09,0,67,1,Hay Ouifak,35.5946256,-5.3470656,0,0,1,0,0,8
2181,Appartement 102m² en Vente à Temara,740000.0,2022-08-09,1,102,2,Al Moustakbal,34.6636013,-1.8767973,0,0,0,0,1,8
2182,Appartement 76m² en Vente à Casablanca,836000.0,2022-08-09,1,76,2,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,8
2183,تجزىة الكرامة، شارع واد زيز، العمارة 15، تطوان,540000.0,2022-08-09,4,73,1,Centre ville,48.9089508,2.2909920324748017,1,0,0,0,0,8
2184,Appartement à Salé,1150000.0,2022-08-09,2,100,1,Bab Sebta,34.0428986,-6.819845,0,1,0,0,0,8
2185,Appartement haut standing ,1420000.0,2022-08-09,5,84,1,Quartier de l'Océan,50.8402655,4.3430116,0,0,0,0,1,8
2186,appartement à vendre ,1200000.0,2022-08-09,5,109,2,La Gironde,47.2583094,4.7188944,0,0,0,1,0,8
2187,Appartement en Vente à Tétouan,450000.0,2022-08-09,2,78,1,Safir,36.0791541,37.3728465,0,1,0,0,0,8
2188,شقة للبيع بحي الولاية ,1100000.0,2022-08-09,4,125,1,Wilaya,35.5889144,-5.3393867,0,0,0,1,0,8
2189,شقة مفروشة ممتازة,450000.0,2022-08-09,3,94,1,Corniche,-15.7154372,46.3001384,0,1,0,0,0,8
2190,appartement à vendre ou reprise ,480000.0,2022-08-09,6,58,2,Du Golf,-11.65407955,27.44606824544724,1,0,0,0,0,8
2191,appt à vendre ou à louer,600000.0,2022-08-09,3,116,2,Narjis,30.36714945,-9.521811965004554,0,1,0,0,0,8
2192,Appartement haut standing à vendre ,1650000.0,2022-08-09,2,122,2,Targa,-41.31128,147.36773,0,0,0,1,0,8
2193,vente appartement à majorel ,985000.0,2022-08-09,2,116,1,Majorelle,51.4557288,-2.620880396188733,0,1,0,0,0,8
2194,Appartement à vendre aux Portes de Marrakech,420000.0,2022-08-09,2,68,1,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,1,0,8
2195,appartement a vendre 2 mars ,1900000.0,2022-08-09,4,143,1,2 Mars,36.83747145,10.101498375786042,0,1,0,0,0,8
2196,Apparemment Val fleuri,1650000.0,2022-08-09,3,131,2,Val Fleuri,35.769499,-5.8358982,0,1,0,0,0,8
2197,Appartement,360000.0,2022-08-09,0,60,1,Sidi Abdellah,36.6890667,2.8540752,0,0,0,0,1,8
2198,Appartement 135m² en Vente à Fès,650000.0,2022-08-09,3,135,2,Narjis,30.36714945,-9.521811965004554,0,1,0,0,0,8
2199,Appartement à vendre ,650000.0,2022-08-09,3,95,2,Quartier Soufal,-38.9309836,-69.2201974,0,0,1,0,0,8
2200,شقة ,600000.0,2022-08-09,1,71,1,El Houda,30.3992428,-9.5374739,0,1,0,0,0,8
2201,Appartement à hay acharaf,265000.0,2022-08-09,0,53,1,Hay Charaf,34.6599666,-1.9042481,0,0,0,0,1,8
2202,4chambre et salon a bnou tachfine,1250000.0,2022-08-09,5,119,1,Aïn Borja,33.586778,-7.5911737,1,0,0,0,0,8
2203,Appartement 50m² en Vente à Salé,340000.0,2022-08-09,4,50,1,Dar El Lhamra,33.5709333,-7.6703775,1,0,0,0,0,8
2204,Appartement 50m² en Vente à Casablanca,2900000.0,2022-08-08,4,50,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,8
2205,Appartement à vendre à Jawhara ,250000.0,2022-08-08,4,64,1,Jawhara,36.7786226,10.220124577267905,0,0,0,1,0,8
2206,Appartement 95m² en Vente à Fès,1000000.0,2022-08-08,4,95,1,Fès Médina,34.0631192,-4.9737999,0,0,0,1,0,8
2207,Appartement 54m² en Vente à Marrakech,450000.0,2022-08-08,0,54,1,Es Saada,36.79934005,10.14921065189649,0,1,0,0,0,8
2208,Appartement 61m² en Vente à Marrakech,450000.0,2022-08-08,1,61,1,Mabrouka,14.9208624,33.4502341,0,1,0,0,0,8
2209,Appartement 82m² en Vente,800000.0,2022-08-08,3,82,2,Roches Noires,33.5931914,-7.5957822,0,1,0,0,0,8
2210,apparemment à vendre ,360000.0,2022-08-08,3,70,1,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,8
2211,Appartement 72m² en Vente à Casablanca Ain Borj,730000.0,2022-08-08,2,72,1,Aïn Borja,33.586778,-7.5911737,0,0,0,1,0,8
2212,apparemment à vendre,450000.0,2022-08-08,0,54,1,Hay Charaf,34.6599666,-1.9042481,1,0,0,0,0,8
2213,Appartement 170 m2,1119000.0,2022-08-08,2,170,3,Agdal,33.9983119,-6.8542908,0,0,0,1,0,8
2214,Appartement 64m² en Vente à Agadir,680000.0,2022-08-08,0,64,1,Hay Al Farah,33.008527,-7.6357419,1,0,0,0,0,8
2215,شارع الجيش الملكي سفير ,650000.0,2022-08-08,4,82,3,Safir,36.0791541,37.3728465,1,0,0,0,0,8
2216,appartement,750000.0,2022-08-08,1,95,2,La Ville Haute,34.2609146,-6.5902809,0,0,1,0,0,8
2217,Appartement en Vente à Fès,450000.0,2022-08-08,3,75,2,Narjis,30.36714945,-9.521811965004554,0,1,0,0,0,8
2218,apprt. situé à Tanger ,255000.0,2022-08-08,3,60,1,Marjane,33.8658205,-5.5849201,0,0,0,1,0,8
2219,Appartement 73M2 endroit stratégique ,640000.0,2022-08-08,3,73,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
2220,شقق 83m² للبيع في الدار البيضاء,770000.0,2022-08-08,2,83,1,Al Qods,30.92693485,-6.893302323598688,0,1,0,0,0,8
2221,TRIPLEX de 180m² en Vente à HARHOURA,2400000.0,2022-08-08,1,180,3,Harhoura,33.914435,-6.9702597,0,0,0,1,0,8
2222,Lux résidence en plein quartier gironde,1000000.0,2022-08-08,2,73,1,La Gironde,47.2583094,4.7188944,0,0,0,1,0,8
2223,Appartement 114m² en Vente à Marrakech,1431000.0,2022-08-08,3,114,1,Guéliz,31.6321881,-8.0108135,0,0,0,1,0,8
2224,studio appart en vente neuf ,640000.0,2022-08-08,3,63,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,0,1,8
2225,Appartement (2titres)112m² en Vente à Casablanca,880000.0,2022-08-08,1,112,1,Hay Hassani,33.5670464,-7.6784886,1,0,0,0,0,8
2226,Appartement économique en Vente à Casablanca,320000.0,2022-08-08,3,52,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
2227,Appartement à Casablanca,860000.0,2022-08-08,3,53,1,Palmier,36.9077343,10.300478693698553,0,1,0,0,0,8
2228,Appartement dans une résidence à Marrakech ,400000.0,2022-08-08,2,58,1,Azzouzia,31.6849361,-8.0619515,0,1,0,0,0,8
2229,Appartement 100m² en Vente à Tétouan,1050000.0,2022-08-08,5,100,3,Centre ville,48.9089508,2.2909920324748017,0,0,0,0,1,8
2230,Appartement 107m² Station Tram Bahmad,1320000.0,2022-08-08,5,107,2,Roches Noires,33.5931914,-7.5957822,0,1,0,0,0,8
2231,appartement a vendre mhamid,350000.0,2022-08-08,2,64,1,M'Hamid,29.825359,-5.721689,0,0,0,1,0,8
2232,Bel appartement au Quartier des hôpitaux,1380000.0,2022-08-08,1,85,1,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,8
2233,Appartement ,440000.0,2022-08-08,2,70,1,Medina,29.2836281,-99.1126826,0,0,1,0,0,8
2234,Appartement 85m² en Vente à Temara,820000.0,2022-08-08,1,85,1,Wifak,33.8947254,-5.579994,0,0,0,0,1,8
2235,appartement avendre ,1050000.0,2022-08-07,1,81,1,Sidi Maarouf,36.6400065,6.2741706,1,0,0,0,0,8
2236,شقة رائعة ,540000.0,2022-08-07,1,113,1,Route d'Ourika,31.3769627,-7.8056606,1,0,0,0,0,8
2237,appartement bien ensoleillé ,260000.0,2022-08-07,3,54,1,Alaouiyine,33.9221576,-6.915774766513929,1,0,0,0,0,8
2238,Appartement 75m² en Vente à El Jadida,530000.0,2022-08-07,1,75,1,Hay Essalam,35.0160831,-2.3455481,1,0,0,0,0,8
2239,Appartement 78m² en Vente à Casablanca,830000.0,2022-08-07,3,78,1,Bourgogne,47.27808725,4.222486304306048,0,0,0,1,0,8
2240,Appartement avec une superbe terrace,1570000.0,2022-08-07,5,123,1,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,8
2241,Apparemment de luxe de 150m carré ,890000.0,2022-08-07,5,116,2,Mimosas,47.3366191,-2.4296783565399487,0,0,0,1,0,8
2242,appartement ensoleillé ,1400000.0,2022-08-07,2,131,1,Roches Noires,33.5931914,-7.5957822,0,0,0,1,0,8
2243,شقه كارصونيه همزة,285000.0,2022-08-07,4,50,1,Hay Salam,33.8940706,-5.5816543,0,0,0,1,0,8
2244,350 000 appartement a Oulfa Al azhar ,350000.0,2022-08-07,1,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,8
2245,Appartement à Temara,850000.0,2022-08-07,3,98,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,0,1,8
2246,appartement a vendre azhar oulfa,380000.0,2022-08-07,0,52,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,8
2247,Appartement de 52m2 sur La Gironde à vendre ,650000.0,2022-08-07,4,52,1,La Gironde,47.2583094,4.7188944,0,1,0,0,0,8
2248,شقة ,600000.0,2022-08-07,1,117,1,Alouane,35.4508539,2.9071148,1,0,0,0,0,8
2249,appartement ,280000.0,2022-08-07,4,58,1,Sidi Hajji,34.7052104,11.203007829875114,1,0,0,0,0,8
2250,appartement et garçonnière ,520000.0,2022-08-07,0,100,1,Saada,17.063405,43.914884,0,0,0,1,0,8
2251,Appartement 67m² à Casablanca,520000.0,2022-08-07,2,67,1,Sidi Moumen,33.5843834,-7.5072051,1,0,0,0,0,8
2252,Appartement 129m² à Kénitra,1100000.0,2022-08-07,1,129,2,Centre,47.5490251,1.7324062,0,0,0,1,0,8
2253,Appartement 100m² à Salé,580000.0,2022-08-07,3,100,2,Hay Inbiat,32.8744826,-6.9277723,0,0,0,1,0,8
2254,Appartement for buy,450000.0,2022-08-07,4,60,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,1,0,8
2255,Appartement 118m² à Casablanca,900000.0,2022-08-07,1,118,2,Oulfa,33.5512214,-7.6843485,0,0,1,0,0,8
2256,Maison de plage ou principale,1400000.0,2022-08-07,2,88,2,Route d'Azemmour,33.5316442,-7.7711649,1,0,0,0,0,8
2257,Appartement 85 m² à Settat,380000.0,2022-08-07,1,65,1,Hay Mabrouka,32.9974165,-7.6152106,0,0,0,0,1,8
2258,Appartement 50m² à Casablanca,380000.0,2022-08-07,1,50,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,8
2259,Appartement 71m² à Casablanca,720000.0,2022-08-07,2,71,2,Aïn Chock,33.5362148,-7.6156977,1,0,0,0,0,8
2260,رياض البرنوصي اناسي,3200000.0,2022-08-07,3,54,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,8
2261,شقة ممتازة,350000.0,2022-08-07,3,54,1,Abouab Sala,33.9267824,-6.9291602,1,0,0,0,0,8
2262,Appartement 60m² à El Jadida,280000.0,2022-08-07,4,50,1,Najd,24.0504244,56.1701624,0,0,0,1,0,8
2263,Appartement 72m² à Salé,750000.0,2022-08-07,1,72,1,Abouab Sala,33.9267824,-6.9291602,0,0,1,0,0,8
2264,Appartement 86m² en Vente à Casablanca,1250000.0,2022-08-07,6,86,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,8
2265,économique ,2500000.0,2022-08-07,3,54,1,Sidi Bernoussi,33.6190686,-7.5003234,1,0,0,0,0,8
2266,شقة ممتازة للبيع ,420000.0,2022-08-07,3,80,3,Hay Rahma,34.0567719,-6.7960569,0,0,0,1,0,8
2267,Appartement 60m² en Vente à Marrakech,310000.0,2022-08-07,0,60,1,Allal El Fassi,35.2453194,-3.9345554,0,0,0,1,0,8
2268,Appartement à Vendre Marrakech,580000.0,2022-08-07,3,74,1,Mabrouka,14.9208624,33.4502341,0,1,0,0,0,8
2269,appartement,850000.0,2022-08-07,1,98,1,M'Hamid,29.825359,-5.721689,0,0,0,1,0,8
2270,Apparemment 78m2 ,890000.0,2022-08-07,1,78,1,Marjane,33.8658205,-5.5849201,0,0,0,0,1,8
2271,APPARTEMENT 3 façades maslo7a 4eme étage,560000.0,2022-08-07,4,86,1,Ben M'sick,33.5542611,-7.5813658,0,0,1,0,0,8
2272, Joli Souplex/duplex tres ensoleillé,1140000.0,2022-08-07,0,159,2,El Alia,34.75208000000001,10.721927654590012,0,0,0,0,1,8
2273,Appartement a vendre,490000.0,2022-08-07,1,62,1,Amal,58.983838,12.6126708,1,0,0,0,0,8
2274,Appartement 200m² en Vente à Kénitra,1300000.0,2022-08-07,0,200,1,La Ville Haute,34.2609146,-6.5902809,0,0,0,1,0,8
2275,appartement meublé à vendre ,380000.0,2022-08-07,2,60,1,Centre ville,48.9089508,2.2909920324748017,0,1,0,0,0,8
2276,Appartement 80m² à Ain sebaa,780000.0,2022-08-07,2,80,1,Aïn Sebaâ,33.6059943,-7.5387936,0,1,0,0,0,8
2277,Appartement 118m² en Vente à Tétouan,650000.0,2022-08-07,0,118,2,Taboula,35.5685697,-5.4013725,0,1,0,0,0,8
2278,شقه للبيع,820000.0,2022-08-07,0,111,1,Maamora,36.0331234,3.5514666,0,1,0,0,0,8
